id,city_id,name,marker,coordinates,cable_id
legazpi-city-philippines,16048,"Legazpi City, Philippines",measle_white,"<Point><coordinates>123.743771,13.139066</coordinates></Point>",1839
calbayog-philippines,9384,"Calbayog, Philippines",measle_white,"<Point><coordinates>124.600313,12.069926</coordinates></Point>",1839
ormoc-philippines,9387,"Ormoc, Philippines",measle_white,"<Point><coordinates>124.612813,11.006938</coordinates></Point>",1839
cebu-philippines,3901,"Cebu, Philippines",measle_white,"<Point><coordinates>123.894649,10.310063</coordinates></Point>",1839
cadiz-city-philippines,16050,"Cadiz City, Philippines",measle_white,"<Point><coordinates>123.300021,10.950004</coordinates></Point>",1839
dumaguete-philippines,7842,"Dumaguete, Philippines",measle_white,"<Point><coordinates>123.281466,9.295611</coordinates></Point>",1839
ozamiz-city-philippines,16052,"Ozamiz City, Philippines",measle_white,"<Point><coordinates>123.850021,8.150006</coordinates></Point>",1839
cagayan-de-oro-philippines,10658,"Cagayan de Oro, Philippines",measle_white,"<Point><coordinates>124.631954,8.454205</coordinates></Point>",1839
butuan-city-philippines,16053,"Butuan City, Philippines",measle_white,"<Point><coordinates>125.540645,8.947564</coordinates></Point>",1839
san-jose-de-buenavista-philippines,14753,"San Jose de Buenavista, Philippines",measle_white,"<Point><coordinates>121.941330,10.748833,0</coordinates></Point>",1796
santiago-de-cuba-cuba,14733,"Santiago de Cuba, Cuba",measle_white,"<Point><coordinates>-75.828986,20.028809</coordinates></Point>",1529
killala-ireland,14732,"Killala, Ireland",measle_white,"<Point><coordinates>-9.232191,54.206820,0</coordinates></Point>",1691
cork-ireland,3522,"Cork, Ireland",measle_white,"<Point><coordinates>-8.472768,51.898325</coordinates></Point>",1848
cork-ireland,3522,"Cork, Ireland",measle_white,"<Point><coordinates>-8.472768,51.898325</coordinates></Point>",1673
milton-newfoundland-and-labrador-canada,8542,"Milton, Newfoundland and Labrador, Canada",measle_white,"<Point><coordinates>-53.960246,48.207604</coordinates></Point>",1569
pacific-city-or-united-states,3730,"Pacific City, OR, United States",measle_white,"<Point><coordinates>-123.962654,45.201941</coordinates></Point>",1786
pacific-city-or-united-states,3730,"Pacific City, OR, United States",measle_white,"<Point><coordinates>-123.962654,45.201941</coordinates></Point>",1733
blackpool-sands-united-kingdom,14677,"Blackpool Sands, United Kingdom",measle_white,"<Point><coordinates>-3.610905,50.318833</coordinates></Point>",1784
onslow-australia,14675,"Onslow, Australia",measle_white,"<Point><coordinates>115.113306,-21.637871</coordinates></Point>",1783
ende-indonesia,14648,"Ende, Indonesia",measle_white,"<Point><coordinates>121.651584,-8.855357</coordinates></Point>",1780
sumbawa-besar-indonesia,14649,"Sumbawa Besar, Indonesia",measle_white,"<Point><coordinates>117.401000,-8.496959,0</coordinates></Point>",1780
ambalawi-indonesia,14650,"Ambalawi, Indonesia",measle_white,"<Point><coordinates>118.760375,-8.319420,0</coordinates></Point>",1780
saraemee-indonesia,14651,"Saraemee, Indonesia",measle_white,"<Point><coordinates>118.711839,-8.796959</coordinates></Point>",1780
waingapu-indonesia,14652,"Waingapu, Indonesia",measle_white,"<Point><coordinates>120.253050,-9.646177,0</coordinates></Point>",1780
kupang-indonesia,14653,"Kupang, Indonesia",measle_white,"<Point><coordinates>123.583419,-10.183286</coordinates></Point>",1780
taytay-philippines,14655,"Taytay, Philippines",measle_white,"<Point><coordinates>119.500413,10.819633</coordinates></Point>",1796
taytay-philippines,14655,"Taytay, Philippines",measle_white,"<Point><coordinates>119.500413,10.819633</coordinates></Point>",1781
san-jose-philippines,7841,"San Jose, Philippines",measle_white,"<Point><coordinates>121.050120,12.362601,0</coordinates></Point>",1781
coron-philippines,9385,"Coron, Philippines",measle_white,"<Point><coordinates>120.200706,12.004984</coordinates></Point>",1781
el-quawef-libya,14647,"El-Quawef, Libya",measle_white,"<Point><coordinates>25.087372,31.760834</coordinates></Point>",1779
faial-portugal,14659,"Faial, Portugal",measle_white,"<Point><coordinates>-28.647563,38.525089</coordinates></Point>",1801
faial-portugal,14659,"Faial, Portugal",measle_white,"<Point><coordinates>-28.647563,38.525089</coordinates></Point>",1782
graciosa-portugal,14658,"Graciosa, Portugal",measle_white,"<Point><coordinates>-27.963481,39.011026</coordinates></Point>",1801
graciosa-portugal,14658,"Graciosa, Portugal",measle_white,"<Point><coordinates>-27.963481,39.011026</coordinates></Point>",1782
corvo-portugal,14657,"Corvo, Portugal",measle_white,"<Point><coordinates>-31.110550,39.671963,0</coordinates></Point>",1782
flores-portugal,14656,"Flores, Portugal",measle_white,"<Point><coordinates>-31.128519,39.462198</coordinates></Point>",1782
piedra-santa-spain,14646,"Piedra Santa, Spain",measle_white,"<Point><coordinates>-15.408800,28.040621,0</coordinates></Point>",1778
piedra-santa-spain,14646,"Piedra Santa, Spain",measle_white,"<Point><coordinates>-15.408800,28.040621,0</coordinates></Point>",1777
las-caletillas-spain,14645,"Las Caletillas, Spain",measle_white,"<Point><coordinates>-16.362364,28.377242</coordinates></Point>",1778
las-caletillas-spain,14645,"Las Caletillas, Spain",measle_white,"<Point><coordinates>-16.362364,28.377242</coordinates></Point>",1777
sihanoukville-cambodia,9118,"Sihanoukville, Cambodia",measle_white,"<Point><coordinates>103.506671,10.629985</coordinates></Point>",1679
sihanoukville-cambodia,9118,"Sihanoukville, Cambodia",measle_white,"<Point><coordinates>103.506671,10.629985</coordinates></Point>",1739
sihanoukville-cambodia,9118,"Sihanoukville, Cambodia",measle_white,"<Point><coordinates>103.506671,10.629985</coordinates></Point>",1776
tera-cora-curaao,14631,"Tera Cora, Curaçao",measle_white,"<Point><coordinates>-69.020639,12.234476</coordinates></Point>",1727
kralendijk-bonaire-netherlands,14635,"Kralendijk, Bonaire, Netherlands",measle_white,"<Point><coordinates>-68.276694,12.150687</coordinates></Point>",1494
north-salina-bonaire-netherlands,10730,"North Salina, Bonaire, Netherlands",measle_white,"<Point><coordinates>-68.284116,12.163773</coordinates></Point>",1774
ratmalana-sri-lanka,14621,"Ratmalana, Sri Lanka",measle_white,"<Point><coordinates>79.889299,6.820417</coordinates></Point>",1735
mataram-indonesia,14613,"Mataram, Indonesia",measle_white,"<Point><coordinates>116.081567,-8.586412</coordinates></Point>",1780
mataram-indonesia,14613,"Mataram, Indonesia",measle_white,"<Point><coordinates>116.081567,-8.586412</coordinates></Point>",1767
jimbaran-indonesia,14612,"Jimbaran, Indonesia",measle_white,"<Point><coordinates>115.159888,-8.784068</coordinates></Point>",1767
beculuk-indonesia,14611,"Beculuk, Indonesia",measle_white,"<Point><coordinates>114.097096,-8.615611</coordinates></Point>",1767
bali-indonesia,9597,"Bali, Indonesia",measle_white,"<Point><coordinates>115.596997,-8.464439</coordinates></Point>",1767
toweli-indonesia,14610,"Toweli, Indonesia",measle_white,"<Point><coordinates>119.388402,-1.142470,0</coordinates></Point>",1767
sangata-indonesia,14609,"Sangata, Indonesia",measle_white,"<Point><coordinates>117.551000,0.326865,0</coordinates></Point>",1767
pankalan-indonesia,14608,"Pankalan, Indonesia",measle_white,"<Point><coordinates>111.752956,-2.849696</coordinates></Point>",1767
ketapang-indonesia,14607,"Ketapang, Indonesia",measle_white,"<Point><coordinates>109.971902,-1.859072</coordinates></Point>",1767
banjarmasin-indonesia,7803,"Banjarmasin, Indonesia",measle_white,"<Point><coordinates>114.604029,-3.328016</coordinates></Point>",1767
pontianak-indonesia,8360,"Pontianak, Indonesia",measle_white,"<Point><coordinates>109.335672,-0.027432</coordinates></Point>",1767
klagshamn-sweden,14586,"Klagshamn, Sweden",measle_white,"<Point><coordinates>12.916675,55.533284</coordinates></Point>",1765
brondby-denmark,11045,"Brondby, Denmark",measle_white,"<Point><coordinates>12.414917,55.647249</coordinates></Point>",1765
nybor-denmark,13466,"Nybor, Denmark",measle_white,"<Point><coordinates>10.799489,55.324104</coordinates></Point>",1761
korsor-denmark,13465,"Korsor, Denmark",measle_white,"<Point><coordinates>11.149391,55.325764</coordinates></Point>",1761
rostock-germany,3130,"Rostock, Germany",measle_white,"<Point><coordinates>12.132398,54.078890,0</coordinates></Point>",1816
rostock-germany,3130,"Rostock, Germany",measle_white,"<Point><coordinates>12.132398,54.078890,0</coordinates></Point>",1762
rostock-germany,3130,"Rostock, Germany",measle_white,"<Point><coordinates>12.132398,54.078890,0</coordinates></Point>",1759
markgrafenheide-germany,14585,"Markgrafenheide, Germany",measle_white,"<Point><coordinates>12.149488,54.191390,0</coordinates></Point>",1764
osterby-denmark,10322,"Osterby, Denmark",measle_white,"<Point><coordinates>11.199293,57.313459</coordinates></Point>",1688
kristinelund-sweden,10739,"Kristinelund, Sweden",measle_white,"<Point><coordinates>12.588648,56.134748</coordinates></Point>",1730
velling-sweden,14584,"Velling, Sweden",measle_white,"<Point><coordinates>12.963843,55.471077</coordinates></Point>",1261
mosede-denmark,14583,"Mosede, Denmark",measle_white,"<Point><coordinates>12.273023,55.575862</coordinates></Point>",1261
tinian-northern-mariana-islands,13410,"Tinian, Northern Mariana Islands",measle_white,"<Point><coordinates>145.637413,15.011135</coordinates></Point>",1757
saipan-northern-mariana-islands,13408,"Saipan, Northern Mariana Islands",measle_white,"<Point><coordinates>145.750889,15.177737</coordinates></Point>",1757
rota-northern-mariana-islands,13409,"Rota, Northern Mariana Islands",measle_white,"<Point><coordinates>145.212413,14.151858</coordinates></Point>",1757
vila-olga-vi-united-states,13402,"Vila Olga, VI, United States",measle_white,"<Point><coordinates>-64.948034,18.335743</coordinates></Point>",1756
banana-bay-vi-united-states,13401,"Banana Bay, VI, United States",measle_white,"<Point><coordinates>-64.943786,18.328224</coordinates></Point>",1756
flamingo-bay-vi-united-states,13400,"Flamingo Bay, VI, United States",measle_white,"<Point><coordinates>-64.957800,18.312794,0</coordinates></Point>",1756
tortola-virgin-islands-u-k-,9589,"Tortola, Virgin Islands (U.K.)",measle_white,"<Point><coordinates>-64.597253,18.414747</coordinates></Point>",1290
great-bay-vi-united-states,13399,"Great Bay, VI, United States",measle_white,"<Point><coordinates>-64.843200,18.322462,0</coordinates></Point>",1756
brewers-bay-vi-united-states,13398,"Brewer's Bay, VI, United States",measle_white,"<Point><coordinates>-64.975329,18.342384</coordinates></Point>",1756
st-croix-virgin-islands-united-states,5750,"St. Croix, Virgin Islands, United States",measle_white,"<Point><coordinates>-64.819421,17.771876</coordinates></Point>",1829
frederiksted-vi-united-states,13397,"Frederiksted, VI, United States",measle_white,"<Point><coordinates>-64.881530,17.712404,0</coordinates></Point>",1756
christiansted-vi-united-states,13396,"Christiansted, VI, United States",measle_white,"<Point><coordinates>-64.703161,17.746681</coordinates></Point>",1756
larne-united-kingdom,11390,"Larne, United Kingdom",measle_white,"<Point><coordinates>-5.809879,54.857503</coordinates></Point>",1614
girvan-united-kingdom,13378,"Girvan, United Kingdom",measle_white,"<Point><coordinates>-4.854215,55.240218</coordinates></Point>",1614
donaghadee-united-kingdom,7732,"Donaghadee, United Kingdom",measle_white,"<Point><coordinates>-5.538785,54.642855</coordinates></Point>",1387
portpatrick-united-kingdom,7731,"Portpatrick, United Kingdom",measle_white,"<Point><coordinates>-5.115543,54.843733</coordinates></Point>",1387
carrickfergus-united-kingdom,13377,"Carrickfergus, United Kingdom",measle_white,"<Point><coordinates>-5.808170,54.713655,0</coordinates></Point>",1754
saltcoats-united-kingdom,13376,"Saltcoats, United Kingdom",measle_white,"<Point><coordinates>-4.783512,55.637581</coordinates></Point>",1754
namibe-angola,11508,"Namibe, Angola",measle_white,"<Point><coordinates>12.156031,-15.186995</coordinates></Point>",1374
lucira-angola,11507,"Lucira, Angola",measle_white,"<Point><coordinates>12.531031,-13.866878</coordinates></Point>",1374
benguela-angola,11506,"Benguela, Angola",measle_white,"<Point><coordinates>13.407788,-12.580063</coordinates></Point>",1374
porto-amboim-angola,11505,"Porto Amboim, Angola",measle_white,"<Point><coordinates>13.782300,-10.703013,0</coordinates></Point>",1374
nzeto-angola,11504,"N'zeto, Angola",measle_white,"<Point><coordinates>12.866675,-7.233385</coordinates></Point>",1374
soyo-angola,11503,"Soyo, Angola",measle_white,"<Point><coordinates>12.352125,-6.141003</coordinates></Point>",1374
cabinda-angola,10857,"Cabinda, Angola",measle_white,"<Point><coordinates>12.189820,-5.556628,0</coordinates></Point>",1374
douglas-isle-of-man,3171,"Douglas, Isle of Man",measle_white,"<Point><coordinates>-4.480875,54.150277</coordinates></Point>",1753
ballyhornan-united-kingdom,13373,"Ballyhornan, United Kingdom",measle_white,"<Point><coordinates>-5.559390,54.302035,0</coordinates></Point>",1752
silecroft-beach-united-kingdom,13375,"Silecroft Beach, United Kingdom",measle_white,"<Point><coordinates>-3.357145,54.210628</coordinates></Point>",1752
groudle-bay-united-kingdom,13374,"Groudle Bay, United Kingdom",measle_white,"<Point><coordinates>-4.423893,54.166976</coordinates></Point>",1752
peel-united-kingdom,13372,"Peel, United Kingdom",measle_white,"<Point><coordinates>-4.691422,54.222445</coordinates></Point>",1752
peel-united-kingdom,13372,"Peel, United Kingdom",measle_white,"<Point><coordinates>-4.691422,54.222445</coordinates></Point>",1751
ballywater-united-kingdom,13371,"Ballywater, United Kingdom",measle_white,"<Point><coordinates>-5.484390,54.542757,0</coordinates></Point>",1751
port-grenaugh-united-kingdom,13370,"Port Grenaugh, United Kingdom",measle_white,"<Point><coordinates>-4.566666,54.099984</coordinates></Point>",1616
hulhumale-maldives,9215,"Hulhumale, Maldives",measle_white,"<Point><coordinates>73.540181,4.211922</coordinates></Point>",1746
kulhudhufushi-maldives,10811,"Kulhudhufushi, Maldives",measle_white,"<Point><coordinates>73.071432,6.622467</coordinates></Point>",1746
eydhafushi-maldives,10812,"Eydhafushi, Maldives",measle_white,"<Point><coordinates>73.070846,5.103230,0</coordinates></Point>",1746
dhangethi-maldives,10813,"Dhangethi, Maldives",measle_white,"<Point><coordinates>72.955611,3.608113</coordinates></Point>",1746
gan-maldives,10814,"Gan, Maldives",measle_white,"<Point><coordinates>73.544674,1.918466</coordinates></Point>",1746
gahdhoo-maldives,10815,"Gahdhoo, Maldives",measle_white,"<Point><coordinates>73.455513,0.288779</coordinates></Point>",1746
hithadhoo-maldives,10816,"Hithadhoo, Maldives",measle_white,"<Point><coordinates>73.089205,-0.606045</coordinates></Point>",1746
fuvahmulah-maldives,10817,"Fuvahmulah, Maldives",measle_white,"<Point><coordinates>73.426900,-0.298330,0</coordinates></Point>",1746
port-gentil-gabon,10818,"Port Gentil, Gabon",measle_white,"<Point><coordinates>8.781618,-0.720986</coordinates></Point>",1747
egmond-netherlands,8409,"Egmond, Netherlands",measle_white,"<Point><coordinates>4.616386,52.616391</coordinates></Point>",1365
winterton-on-sea-united-kingdom,3269,"Winterton-on-Sea, United Kingdom",measle_white,"<Point><coordinates>1.693536,52.715219</coordinates></Point>",1365
noro-solomon-islands,10984,"Noro, Solomon Islands",measle_white,"<Point><coordinates>157.199907,-8.241100,0</coordinates></Point>",1736
auki-solomon-islands,10893,"Auki, Solomon Islands",measle_white,"<Point><coordinates>160.699905,-8.766685</coordinates></Point>",1736
honiara-solomon-islands,10892,"Honiara, Solomon Islands",measle_white,"<Point><coordinates>159.948343,-9.430357</coordinates></Point>",1795
honiara-solomon-islands,10892,"Honiara, Solomon Islands",measle_white,"<Point><coordinates>159.948343,-9.430357</coordinates></Point>",1736
lusk-ireland,10907,"Lusk, Ireland",measle_white,"<Point><coordinates>-6.165884,53.526254</coordinates></Point>",1685
tobrok-libya,7874,"Tobrok, Libya",measle_white,"<Point><coordinates>23.960322,32.079584</coordinates></Point>",1779
tobrok-libya,7874,"Tobrok, Libya",measle_white,"<Point><coordinates>23.960322,32.079584</coordinates></Point>",1184
al-baida-libya,10838,"Al Baida, Libya",measle_white,"<Point><coordinates>21.741671,32.881732</coordinates></Point>",1184
